# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
  14688   14688    9928    8137    1
  31927   14682   31868   28992    0
  41008   40481   31618   33714    1
   3020     283    1631     675    0
  33941   33940   20546   18734    1
  20492   20491   18166   18768    1
  61007   61007   29371   52195    1
  55997   38791   38416   27713    0
  60505   46567   24327   46809    1
  36765   12810   28481   21096    0
  61176   61175   10576    3362    1
   1358       0     647     608    0
  63903   55191    6525   24447    1
  21346   21346    2587   18021    1
  41240   13277   10873   16074    1
   1394       0     135     402    0
  44120   44119    1182     185    1
  64130   64129     649   45700    1
  53312    8695    5530    2455    0
  39665   28423   10481   33650    1
  47266   37768   15774   18901    1
  58036       0    2730   33867    0
   2979       0    2759    2190    0
  10474    8438    7423    7338    0
  23654    4095    7875   13214    0
  34127   19879   23831   27332    1
  40159   40158   25899   31903    1
  29837   29836    7852    2126    1
  64837       0   40751   38986    0
  16115    7787    9113    1507    0
  39540   22714    7827   24983    1
  53268   53268   23324    5598    1
   7556    1083    1026    1155    1
  59202   11910   10043   26962    0
   8533    1431    6552    3435    0
  59665   59665   16990   52378    1
  59067   59067   14176   45642    1
  45282   45282   25654    1846    1
  47287   43295    4181   18483    1
  38606       0   25002   19598    0
   9496    5883    7936    1235    1
   3961    2530    1759    3179    1
  17162   17161    3520   14106    1
  20789   15702   18836     397    1
  25714   11460   22503   16040    0
  12145   12145    9549    4618    1
   8683    4101    1852     704    0
  48140    1957   47691   17059    0
  10746    4440    1678     124    0
  22382   22381    9358   21276    1
  35470   26729     856   15640    1
  36460   15719   25954    4407    1
  13573       0   10133   11918    0
   7237    2126    5456     689    0
  33749    4218   25528   33339    0
  46654   42117   32783    9047    1
  62382   47622   36073   20649    1
  30977    4563   25556   28007    1
  17730    1699   16003   13334    0
  29373       0   23874   17507    0
  56568   37719    5875   33051    1
  56325   56325    3086   16752    1
  51925   51925   16456   25027    1
  37279   18931    6261   27459    0
  46263       0   15159   34303    0
   6099    6099    5881    6019    1
  35321   20366   11648    3011    0
  14157     322   11816   11510    0
  29960    2034   15941   25451    0
  35063   21258    3710   14144    1
  30543   28471   12146   25722    1
  36912       0   22576   33338    0
  34162   34037   21161    4478    1
  46594   44481   16790   21649    1
  37693   18309    3487    1296    0
  51293   18501   18000   17888    0
  59889   50564   54363   11251    1
  21701   21701   19041    5576    1
  49300   41227   16154   17485    1
  25668   12618   25366   10902    1
  54941   47154   31825   38581    1
  39401   39400   32430    9878    1
  15720   15720    1087    2881    1
  28006   11063   23485   12694    0
  38193    5558   32289   13318    0
  19644   17469   16122    6164    1
   3908    2095    3333    2210    0
  10214    3960    3472    6904    1
  47127   12052   31090   38887    1
  57306   57305    8566   42640    1
  11389       0       3    3529    0
  10319   10040    4140     525    1
  39482       0   14838   15129    0
  13144   13144    8467    5262    1
  20379   10899    8961   12795    1
  33759   13992   26245       3    1
   1137     825    1109     700    1
  48884   31513    7338   25123    1
  54305    9511   33744   18451    0
  21137    1555    2056   12635    0
    159     159     144     104    1
  65053       0   40105   28391    0
  18030   10518    8175   12736    1
  60251   55241     158   29066    1
  28134   16176    4624   17282    1
  12030    3484   10388    6016    0
  62342   19585   47040   34917    0
  58066   33780   45604   56156    1
  31821   31821   14121   30996    1
   2938    2938    1124     152    1
  34456   17584   12330   26857    1
  34942       0    4754   18361    0
  45883   42258   21414    8724    1
  40624   13799    8589   28835    0
  17800    1277   14432   15059    1
  63518   52300   11138   22722    1
  28547       0   25469   20145    0
  39820   39820    4690   17960    1
  62708   46326    4884   59409    0
  54008    4828   11418   29211    0
  33483   16457    7722   30324    0
  51252   51252   11557   32058    1
  30399       0    2329   15008    0
  30333   30332   24139    1689    1
  47127   34868   10299    6245    0
  19265   19265   16386   18205    1
   7556    5271    4744    3035    0
  23441   13274   15129     395    1
  21265   17469   15561    2827    1
  56391   21196    9635   38375    0
  15721    8707     113    1105    1
  34604   19516    4445    1359    0
  57585       0   44948   10706    0
  25242   11848    1922    8295    1
  13504       0    2510    6886    0
  42538       0   41769   17352    0
  59137   26208   13627   58982    0
  43160       0   13859   35413    0
  49444   14877   40941   37929    0
  37840       0   25934   11075    0
  27501   27140   22544   10241    1
  39841   33215   28779   13893    1
  41911       0   28999   16289    0
  54905   12007   47703   21404    0
  49343       0   11601   28515    0
  63698   43628   27873   13041    0
  55645       0    1747    6862    0
  40817   40816   31795   17809    1
  53174   14904   17743   48717    0
  29973       0   26862    4993    0
  51136   26318    5235   48844    0
   6828    5306    4642    5774    1
  24164   24164     179    2725    1
  42695       0   12304   22476    0
   2165    1024    1625    1160    0
  29332   29331    2769   14713    1
  52932   24666   40742   29613    0
  10211       0    2458    4013    0
  36471       0    3825   35166    0
   1789     823    1700     230    1
   8065       0    5942    1566    0
  51400   51399   38070    1972    1
   4360    4359    4202    2173    1
  54375   54375   12396   16187    1
  37900   32166    5195   31432    1
  33565    3510   15488   27510    0
  53486   15494   53003    4381    1
  54650   30753   23550   43304    1
  22401   17814     797   15340    1
  17212   17212    4981   14139    1
    274       0     221     140    0
  26467       0    8869   25015    0
  32875   20893    7138    9954    1
  33607    5573    2876   10490    0
  40503   38800   37418   10867    1
  42285   38131   13790   30267    1
  62698   21392   56193   29215    0
  18051     341     277    5738    0
  13181       0   10122    5968    0
  10342    2454   10319    1445    1
  15223    2528     828   11881    0
  44236    5733   23144   25890    1
  64441   37691   29299   36849    1
  60839   30408   21499   12337    0
     92      89      58      73    1
  41881   16463    4738   38684    0
  14557   11372    9044    7768    0
  19531   13832   12699   10988    0
  53747   30434   33135   46989    1
   8820    7821    7950    7245    0
  56021   56021   41182   29323    1
  25127    4442   17042   12302    0
  23449    8454    2279    2568    1
  24879    8298   14075    9621    0
  41146   39368   17908   34405    1
  57811    4061    3379   15477    0
  30088   30088   24192   26612    1
  21448   15795    6441     565    1
   5417    1788    3798    1149    0
  64063   13905   34399   63737    0
  13064    1596    2733    5084    0
  36976    9372   20361   14724    0
  16099       0   15082   15583    0
  32180    7404   30001   31723    1
  29710    4652     587   21727    0
    551      50     512     265    0
    556     233     204     550    0
  30481    5671   29151   21818    0
  54080   25443   14788   49999    0
  23302       0   12583    1164    0
  63880   63879   46576    6523    1
  32559   32558   24667   19622    1
  19615   14815   11742    8825    0
  43749       0   32459   42120    0
  61236    4418    9289    2941    0
    331     253     132     202    1
   2040       0     885     173    0
    840     840     181     476    1
   2446     151    1148    1294    1
  35210       0    6294   28001    0
  15676   10205     679    4649    1
  41490   41489   33941   17269    1
  62443   27796   20341   47559    1
  34983   34983   23633   21168    1
  47060   42529   37513   31334    1
  17056   17055       1   11278    1
   2540       0     295    1700    0
  11853   11853    3720    5038    1
  42153   28570   33358   25955    0
  44654   35557   12453    6042    0
  62621   21521   30729   32485    1
  59371   59371   38254   23789    1
  23832   14052    3953   14913    1
  27369       0   18355   19821    0
   2495     698    1451     580    0
   4753       0    2034     407    0
  27557   27557    8030   13550    1
  21584   21584    5392    2965    1
  40609   35853   20109   34228    1
  10970       0    9309    2071    0
  48479   11406   41426   16010    0
  37297       0   15003   29721    0
   8473    8472    8336    7911    1
  58098   58098   36787   49538    1
  30177   18219    7392   28801    0
  36988   36988   28970   19938    1
  21552       0   13007   18723    0
   8786    7774    3457    8208    1
  20229   20053   15772   12607    1
  21936   15362   18729    2921    1
  35550       0   12899     735    0
  63893   28402    4960   37299    0
  62222   56649   46980   15966    1
  36906       0   21004   12535    0
  15986   15986    2391   13257    1
  15351    9970   10877   12679    1
  62565   18844   47037    7201    0
  12141   10066   11729    7315    1
  46493   29112    9614   29290    1
  44114       0   39709    9905    0
  59754    7030   32716    6819    0
  45809       0   24259   31875    0
  57133   48744   29739   43753    1
  65146    7312   24947   64404    0
  60661    7618   37688   50853    0
   7058    1392    5443     127    0
  42207       0   20058   17174    0
  36343   20772    4108   33463    0
  21502   21502    8934   12393    1
